Arrival_ID	Date	Mandi_ID	Crop_Name	Variety	Arrival_Quantity_Quintals	Arrival_Quantity_Mt	Arrival_Quantity_Kg	Reported_Quantity	Reported_Unit	Farmer_Count	Is_Arrival_ID_Imputed	Is_Quantity_Negative_Flag
ARR0015449	29-07-2026	MANDI025	Sugarcane	Premium	48.85	4.885	4885	4885	Kilogram	91	FALSE	FALSE
ARR0005655	09-01-2026	MANDI025	Paddy	Premium	461.3	46.13	46130	46.13	Metric Tonne	124	FALSE	FALSE
ARR0001269	23-03-2026	MANDI025	Mustard	HD-2967	26.58	2.658	2658	26.58	Quintal	132	FALSE	FALSE
ARR0016572	17-06-2026	MANDI025	Sugarcane	HD-2967	327.59	32.759	32759	32.759	Metric Tonne	101	FALSE	FALSE
ARR0016772	16-08-2026	MANDI025	Maize	PBW-343	107.3	10.73	10730	107.3	Quintal	120	FALSE	FALSE
ARR0019550	06-07-2026	MANDI025	Wheat		289.95	28.995	28995	289.95	Quintal	22	FALSE	FALSE
ARR0019447	20-05-2026	MANDI025	Mustard	HD-2967	40.46	4.046	4046	40.46	Quintal	97	FALSE	FALSE
ARR0021433	02-05-2026	MANDI025	Rice	Local	67.27	6.727	6727	6727	Kilogram	36	FALSE	FALSE
ARR0008256	27-07-2026	MANDI025	Cotton	Local	15.91	1.591	1591	15.91	Quintal	124	FALSE	FALSE
ARR0016098	12-08-2026	MANDI025	Sugarcane	Premium	269.94	26.994	26994	26.994	Metric Tonne	82	FALSE	FALSE
ARR0003037	19-05-2026	MANDI025	Mustard	HD-2967	250	25	25000	25000	Kilogram	139	FALSE	FALSE
ARR0001794	08-08-2026	MANDI025	Maize	Pusa-1121	487.04	48.704	48704	487.04	Quintal	101	FALSE	FALSE
ARR0005914	06-07-2026	MANDI025	Basmati Rice	HD-2967	213.49	21.349	21349	213.49	Quintal		FALSE	FALSE
ARR0011957	25-06-2026	MANDI025	Maize	Local	197.8	19.78	19780	19.78	Metric Tonne	28	FALSE	FALSE
ARR0020843	10-04-2026	MANDI025	Rice	Local	146.47	14.647	14647	146.47	Quintal		FALSE	FALSE
ARR0024740	31-07-2026	MANDI025	Mustard	Local	417.88	41.788	41788	417.88	Quintal	17	FALSE	FALSE
ARR0022843	06-03-2026	MANDI025	Mustard	PBW-343	301.54	30.154	30154	30154	Kilogram	50	FALSE	FALSE
ARR0011723	18-04-2026	MANDI025	Maize	PBW-343	46.06	4.606	4606	46.06	Quintal	17	FALSE	FALSE
ARR0002358	10-08-2026	MANDI025	Maize	Premium	225.59	22.559	22559	22559	Kilogram	72	FALSE	FALSE
ARR0004168	14-03-2026	MANDI025	Maize	HD-2967	305.12	30.512	30512	305.12	Quintal	42	FALSE	FALSE
ARR0005370	25-04-2026	MANDI025	Mustard	Pusa-1121	375.07	37.507	37507	37.507	Metric Tonne	8	FALSE	FALSE
ARR0011019	29-04-2026	MANDI025	Mustard	Local	24.14	2.414	2414	24.14	Quintal	27	FALSE	FALSE
ARR0004635	01-11-2026	MANDI025	Paddy	Premium	150.6	15.06	15060	15060	Kilogram	84	FALSE	FALSE
ARR0005059	19-02-2026	MANDI025	Wheat	Premium	162.97	16.297	16297	162.97	Quintal	87	FALSE	FALSE
ARR0009457	13-08-2026	MANDI025	Wheat	Hybrid	118.32	11.832	11832	11832	Kilogram	94	FALSE	FALSE
ARR0012486	06-07-2026	MANDI025	Cotton		23.96	2.396	2396	23.96	Quintal		FALSE	FALSE
ARR0008912	09-06-2026	MANDI025	Wheat	Premium	191.59	19.159	19159	191.59	Quintal		FALSE	FALSE
ARR0004292	16-05-2026	MANDI025	Maize		127.19	12.719	12719	127.19	Quintal	28	FALSE	FALSE
ARR0019118	24-04-2026	MANDI025	Sugarcane	PBW-343	298.01	29.801	29801	29801	Kilogram	144	FALSE	FALSE
ARR0008572	04-08-2026	MANDI025	Maize	Premium	107.51	10.751	10751	10.751	Metric Tonne	107	FALSE	FALSE
ARR0014229	27-07-2026	MANDI025	Wheat	Premium	329.67	32.967	32967	32.967	Metric Tonne	75	FALSE	FALSE
ARR0020402	18-06-2026	MANDI025	Sugarcane	Pusa-1121	335.37	33.537	33537	335.37	Quintal		FALSE	FALSE
ARR0002160	23-06-2026	MANDI025	Wheat	PBW-343	381.12	38.112	38112	381.12	Quintal	126	FALSE	FALSE
ARR0009813	25-08-2026	MANDI025	Cotton	PBW-343	16.78	1.678	1678	16.78	Quintal	30	FALSE	FALSE
ARR0018709	01-08-2026	MANDI025	Mustard	Local	120.68	12.068	12068	12068	Kilogram	75	FALSE	FALSE
ARR0015947	08-07-2026	MANDI025	Sugarcane	Local	140.23	14.023	14023	140.23	Quintal	77	FALSE	FALSE
ARR0005028	20-04-2026	MANDI025	Paddy	Hybrid	421.45	42.145	42145	42145	Kilogram	46	FALSE	FALSE
ARR0014106	14-01-2026	MANDI025	Maize		261.61	26.161	26161	261.61	Quintal	126	FALSE	FALSE
ARR0014437	17-08-2026	MANDI025	Paddy		166.17	16.617	16617	16.617	Metric Tonne	74	FALSE	FALSE
ARR0012088	07-03-2026	MANDI025	Mustard	Pusa-1121	223.2	22.32	22320	22320	Kilogram	70	FALSE	FALSE
ARR0016854	12-06-2026	MANDI025	Maize	Premium	445.38	44.538	44538	44538	Kilogram	10	FALSE	FALSE
ARR0021791	01-12-2026	MANDI025	Mustard	HD-2967	174	17.4	17400	174	Quintal	117	FALSE	FALSE
ARR0002966	14-07-2026	MANDI025	Cotton	PBW-343	331.58	33.158	33158	331.58	Quintal	46	FALSE	FALSE
ARR0018691	13-01-2026	MANDI025	Wheat	Local	80.4	8.04	8040	80.4	Quintal	104	FALSE	FALSE
ARR0004743	31-08-2026	MANDI025	Basmati Rice	HD-2967	108.98	10.898	10898	108.98	Quintal	33	FALSE	FALSE
ARR0009010	22-01-2026	MANDI025	Mustard	Local	465.54	46.554	46554	46.554	Metric Tonne	112	FALSE	FALSE
ARR0018366	26-07-2026	MANDI025	Maize	Premium	428.84	42.884	42884	428.84	Quintal	92	FALSE	FALSE
ARR0018614	20-04-2026	MANDI025	Sugarcane	Local	394.57	39.457	39457	394.57	Quintal	77	FALSE	FALSE
ARR0003619	13-08-2026	MANDI025	Cotton	Hybrid	392.72	39.272	39272	392.72	Quintal	137	FALSE	FALSE
ARR0021583	07-07-2026	MANDI025	Cotton	Local	474.18	47.418	47418	47.418	Metric Tonne	116	FALSE	FALSE
ARR0017902	02-09-2026	MANDI025	Cotton	Pusa-1121	351.28	35.128	35128	35.128	Metric Tonne	50	FALSE	FALSE
ARR0017604	11-01-2026	MANDI025	Cotton	Premium	282.59	28.259	28259	28259	Kilogram		FALSE	FALSE
ARR0021238	16-07-2026	MANDI025	Cotton	Local	89.3	8.93	8930	89.3	Quintal	21	FALSE	FALSE
ARR0008038	05-06-2026	MANDI025	Mustard	Pusa-1121	411.29	41.129	41129	41129	Kilogram	120	FALSE	FALSE
ARR0010723	13-08-2026	MANDI025	Mustard	PBW-343	362.75	36.275	36275	36275	Kilogram	33	FALSE	FALSE
ARR0006923	02-02-2026	MANDI025	Mustard	Pusa-1121	21.52	2.152	2152	21.52	Quintal	130	FALSE	FALSE
ARR0001505	21-06-2026	MANDI025	Sugarcane	Premium	150.44	15.044	15044	15044	Kilogram	97	FALSE	FALSE
ARR0003883	30-06-2026	MANDI025	Paddy		55.45	5.545	5545	55.45	Quintal	121	FALSE	FALSE
ARR0021661	12-01-2026	MANDI025	Wheat	HD-2967	358.91	35.891	35891	358.91	Quintal	146	FALSE	FALSE
ARR0015123	19-04-2026	MANDI025	Paddy	Pusa-1121	261.32	26.132	26132	26.132	Metric Tonne	144	FALSE	FALSE
ARR0021363	06-03-2026	MANDI025	Maize	Premium	432.5	43.25	43250	432.5	Quintal		FALSE	FALSE
ARR0002758	17-02-2026	MANDI025	Maize	HD-2967	339.43	33.943	33943	33943	Kilogram		FALSE	FALSE
ARR0021731	16-02-2026	MANDI025	Wheat	Local	218.94	21.894	21894	218.94	Quintal	118	FALSE	FALSE
ARR0022334	15-01-2026	MANDI025	Sugarcane		236.46	23.646	23646	236.46	Quintal	61	FALSE	FALSE
ARR0017240	28-04-2026	MANDI025	Maize	Hybrid	3.6757	0.3676	367.57	367.57	Kilogram	117	FALSE	TRUE
ARR0012479	30-03-2026	MANDI025	Sugarcane	Premium	363.93	36.393	36393	363.93	Quintal	56	FALSE	FALSE
ARR0000985	05-06-2026	MANDI025	Paddy		133.76	13.376	13376	13376	Kilogram	134	FALSE	FALSE
ARR0024381	27-04-2026	MANDI025	Maize	Premium	250.7	25.07	25070	25.07	Metric Tonne	59	FALSE	FALSE
ARR0017742	17-08-2026	MANDI025	Sugarcane	HD-2967	316.31	31.631	31631	316.31	Quintal	36	FALSE	FALSE
ARR0024312	05-07-2026	MANDI025	Cotton	Premium	442.3	44.23	44230	44230	Kilogram	29	FALSE	FALSE
ARR0023921	03-01-2026	MANDI025	Sugarcane	Local	26.87	2.687	2687	2.687	Metric Tonne	8	FALSE	FALSE
ARR0001703	06-02-2026	MANDI025	Maize	HD-2967	3.3598	0.336	335.98	335.98	Kilogram		FALSE	TRUE
ARR0021529	25-03-2026	MANDI025	Maize	Hybrid	178.24	17.824	17824	17824	Kilogram	74	FALSE	FALSE
ARR0000132	20-08-2026	MANDI025	Maize	HD-2967	483.86	48.386	48386	483.86	Quintal	102	FALSE	FALSE
ARR0020233	20-02-2026	MANDI025	Wheat	Local	348.49	34.849	34849	34849	Kilogram	62	FALSE	FALSE
ARR0023143	20-08-2026	MANDI025	Cotton	HD-2967	447.92	44.792	44792	447.92	Quintal	77	FALSE	FALSE
ARR0018748	08-09-2026	MANDI025	Maize		476	47.6	47600	476	Quintal	37	FALSE	FALSE
ARR0013952	08-06-2026	MANDI025	Cotton	Local	449.94	44.994	44994	44994	Kilogram	107	FALSE	FALSE
ARR0010524	03-05-2026	MANDI025	Wheat	HD-2967	347.13	34.713	34713	34.713	Metric Tonne	128	FALSE	FALSE
ARR0020345	02-01-2026	MANDI025	Cotton	Hybrid	434.22	43.422	43422	43.422	Metric Tonne	35	FALSE	FALSE
ARR0006768	16-07-2026	MANDI025	Sugarcane	Hybrid	346.71	34.671	34671	34.671	Metric Tonne	142	FALSE	FALSE
ARR0020516	13-05-2026	MANDI025	Mustard	Pusa-1121	0.1162	0.0116	11.62	11.62	Kilogram	118	FALSE	TRUE
ARR0014278	06-08-2026	MANDI025	Rice	PBW-343	162.48	16.248	16248	16.248	Metric Tonne	91	FALSE	FALSE
ARR0007270	02-03-2026	MANDI025	Sugarcane	HD-2967	150.18	15.018	15018	15018	Kilogram	19	FALSE	FALSE
ARR0020827	04-06-2026	MANDI025	Sugarcane	HD-2967	320.82	32.082	32082	32082	Kilogram	14	FALSE	FALSE
ARR0007769	07-04-2026	MANDI025	Sugarcane	Premium	304.5	30.45	30450	30450	Kilogram		FALSE	FALSE
ARR0010460	03-05-2026	MANDI025	Wheat	HD-2967	210.84	21.084	21084	210.84	Quintal	16	FALSE	FALSE
ARR0014370	02-07-2026	MANDI025	Wheat	Premium	456.13	45.613	45613	45613	Kilogram		FALSE	FALSE
ARR0015806	10-01-2026	MANDI025	Wheat	HD-2967	3.1514	0.3151	315.14	315.14	Kilogram		FALSE	TRUE
ARR0007782	14-01-2026	MANDI025	Cotton	Pusa-1121	285.56	28.556	28556	28556	Kilogram	99	FALSE	FALSE
ARR0001943	03-01-2026	MANDI025	Cotton		476.47	47.647	47647	47647	Kilogram	40	FALSE	FALSE
ARR0005170	02-09-2026	MANDI025	Rice	HD-2967	18.35	1.835	1835	18.35	Quintal	33	FALSE	FALSE
ARR_IMP00453	21-05-2026	MANDI025	Wheat	Premium	188.53	18.853	18853	18853	Kilogram	28	TRUE	FALSE
ARR0003671	06-03-2026	MANDI025	Maize	Pusa-1121	228.7	22.87	22870	228.7	Quintal	62	FALSE	FALSE
ARR0009203	18-02-2026	MANDI025	Cotton	PBW-343	447.42	44.742	44742	447.42	Quintal	100	FALSE	FALSE
ARR0018417	19-06-2026	MANDI025	Basmati Rice	Local	418.11	41.811	41811	41811	Kilogram	66	FALSE	FALSE
ARR0014198	07-02-2026	MANDI025	Wheat	Pusa-1121	403.95	40.395	40395	40395	Kilogram		FALSE	FALSE
ARR0000382	22-03-2026	MANDI025	Cotton	PBW-343	343.91	34.391	34391	34391	Kilogram		FALSE	FALSE
ARR0008589	02-06-2026	MANDI025	Rice	Premium	273.4	27.34	27340	273.4	Quintal	84	FALSE	FALSE
ARR0024195	15-02-2026	MANDI025	Sugarcane	PBW-343	343.01	34.301	34301	34.301	Metric Tonne		FALSE	FALSE
ARR0012618	13-04-2026	MANDI025	Rice	Local	442.35	44.235	44235	44.235	Metric Tonne	36	FALSE	FALSE
ARR0001100	15-05-2026	MANDI025	Mustard	Pusa-1121	82.46	8.246	8246	8.246	Metric Tonne	115	FALSE	FALSE
ARR0006653	13-06-2026	MANDI025	Paddy	Premium	210.95	21.095	21095	210.95	Quintal	51	FALSE	FALSE
ARR0022973	01-03-2026	MANDI025	Rice	Hybrid	142.01	14.201	14201	14.201	Metric Tonne	108	FALSE	FALSE
ARR0013763	13-08-2026	MANDI025	Maize	Hybrid	64.53	6.453	6453	64.53	Quintal	45	FALSE	FALSE
ARR0005965	26-05-2026	MANDI025	Cotton	Pusa-1121	439.87	43.987	43987	439.87	Quintal	145	FALSE	FALSE
ARR0009039	26-02-2026	MANDI025	Wheat	Hybrid	258.25	25.825	25825	25825	Kilogram	129	FALSE	FALSE
ARR0017679	23-01-2026	MANDI025	Maize	Premium	299.39	29.939	29939	29939	Kilogram	44	FALSE	FALSE
ARR0005850	08-01-2026	MANDI025	Mustard	Premium	398.28	39.828	39828	398.28	Quintal		FALSE	FALSE
ARR0014166	31-08-2026	MANDI025	Maize	Pusa-1121	128.51	12.851	12851	12.851	Metric Tonne	29	FALSE	FALSE
ARR0004997	27-07-2026	MANDI025	Wheat	Premium	356.64	35.664	35664	35664	Kilogram	133	FALSE	FALSE
ARR0013045	03-04-2026	MANDI025	Maize	Pusa-1121	463.47	46.347	46347	463.47	Quintal	96	FALSE	FALSE
ARR0007616	08-05-2026	MANDI025	Maize	Local	105.52	10.552	10552	105.52	Quintal	114	FALSE	FALSE
ARR0007757	18-06-2026	MANDI025	Mustard	PBW-343	329.77	32.977	32977	32977	Kilogram	120	FALSE	FALSE
ARR0011073	07-04-2026	MANDI025	Sugarcane	Local	399	39.9	39900	39900	Kilogram	57	FALSE	FALSE
ARR0024741	23-07-2026	MANDI025	Wheat		1.7156	0.1716	171.56	171.56	Kilogram	91	FALSE	TRUE
ARR0001684	25-07-2026	MANDI025	Maize	HD-2967	357.04	35.704	35704	357.04	Quintal	16	FALSE	FALSE
ARR0010089	09-09-2026	MANDI025	Paddy	HD-2967	61.08	6.108	6108	6108	Kilogram	62	FALSE	FALSE
ARR0023259	16-03-2026	MANDI025	Sugarcane	PBW-343	367.8	36.78	36780	36780	Kilogram		FALSE	FALSE
ARR0020093	27-01-2026	MANDI025	Maize	PBW-343	19.89	1.989	1989	1989	Kilogram	94	FALSE	FALSE
ARR0015620	02-01-2026	MANDI025	Cotton	Pusa-1121	271.9	27.19	27190	27190	Kilogram	125	FALSE	FALSE
ARR0009105	28-06-2026	MANDI025	Wheat	Hybrid	45.72	4.572	4572	4572	Kilogram	7	FALSE	FALSE
ARR0021834	12-03-2026	MANDI025	Paddy	Pusa-1121	137.98	13.798	13798	13.798	Metric Tonne	84	FALSE	FALSE
ARR0000954	24-05-2026	MANDI025	Sugarcane	Hybrid	63.38	6.338	6338	6338	Kilogram	130	FALSE	FALSE
ARR0023152	24-01-2026	MANDI025	Wheat	Hybrid	360.48	36.048	36048	36.048	Metric Tonne	58	FALSE	FALSE
ARR0013801	24-01-2026	MANDI025	Rice		141.83	14.183	14183	14183	Kilogram	67	FALSE	FALSE
ARR0013752	24-05-2026	MANDI025	Wheat	Pusa-1121	190.11	19.011	19011	190.11	Quintal	70	FALSE	TRUE
ARR0010990	23-08-2026	MANDI025	Wheat	Premium	90.89	9.089	9089	90.89	Quintal	6	FALSE	FALSE
ARR0003872	20-04-2026	MANDI025	Wheat	HD-2967	28.69	2.869	2869	28.69	Quintal	47	FALSE	FALSE
ARR0003635	15-04-2026	MANDI025	Sugarcane	Hybrid	3.0512	0.3051	305.12	305.12	Kilogram	14	FALSE	TRUE
ARR0001064	05-01-2026	MANDI025	Cotton	HD-2967	450.78	45.078	45078	450.78	Quintal	55	FALSE	FALSE
ARR0018855	04-08-2026	MANDI025	Maize	PBW-343	451.03	45.103	45103	45103	Kilogram	133	FALSE	FALSE
ARR0013009	15-02-2026	MANDI025	Wheat	Local	269.46	26.946	26946	26946	Kilogram	83	FALSE	FALSE
ARR0009196	10-01-2026	MANDI025	Maize	Hybrid	413.01	41.301	41301	413.01	Quintal	76	FALSE	FALSE
ARR0024459	25-02-2026	MANDI025	Maize	Hybrid	273.74	27.374	27374	27.374	Metric Tonne	48	FALSE	FALSE
ARR0019972	04-09-2026	MANDI025	Wheat	Pusa-1121	21.49	2.149	2149	21.49	Quintal	107	FALSE	FALSE
ARR0007378	13-02-2026	MANDI025	Rice		91.49	9.149	9149	91.49	Quintal	135	FALSE	FALSE
ARR0009391	10-08-2026	MANDI025	Maize		64.81	6.481	6481	6481	Kilogram	11	FALSE	FALSE
ARR0010522	24-02-2026	MANDI025	Sugarcane	Hybrid	94.7	9.47	9470	94.7	Quintal	106	FALSE	FALSE
ARR0012761	15-06-2026	MANDI025	Wheat	Pusa-1121	422.7	42.27	42270	42.27	Metric Tonne	66	FALSE	FALSE
ARR0000722	14-02-2026	MANDI025	Mustard	Pusa-1121	274.93	27.493	27493	274.93	Quintal		FALSE	FALSE
ARR0012519	03-04-2026	MANDI025	Wheat	Hybrid	159.65	15.965	15965	15.965	Metric Tonne		FALSE	FALSE
ARR0022294	25-01-2026	MANDI025	Paddy	Hybrid	361.96	36.196	36196	36196	Kilogram		FALSE	FALSE
ARR0005811	12-03-2026	MANDI025	Maize	Hybrid	227.79	22.779	22779	227.79	Quintal	108	FALSE	FALSE
ARR0003276	22-03-2026	MANDI025	Maize	HD-2967	392.56	39.256	39256	39.256	Metric Tonne	79	FALSE	FALSE
ARR0005393	23-08-2026	MANDI025	Wheat	Pusa-1121	219.35	21.935	21935	21935	Kilogram	49	FALSE	FALSE
ARR0024874	17-08-2026	MANDI025	Cotton	Premium	59.34	5.934	5934	59.34	Quintal	82	FALSE	FALSE
ARR0005926	21-07-2026	MANDI025	Wheat		477.35	47.735	47735	477.35	Quintal	58	FALSE	TRUE
ARR0010503	05-01-2026	MANDI025	Maize	Local	1.9175	0.1918	191.75	191.75	Kilogram	134	FALSE	TRUE
ARR0003538	04-05-2026	MANDI025	Cotton	HD-2967	336.38	33.638	33638	33.638	Metric Tonne	87	FALSE	FALSE
ARR0002342	01-02-2026	MANDI025	Maize	HD-2967	449.64	44.964	44964	44.964	Metric Tonne	122	FALSE	FALSE
ARR0007157	27-05-2026	MANDI025	Paddy	Hybrid	260.05	26.005	26005	260.05	Quintal	137	FALSE	FALSE
ARR0023918	27-01-2026	MANDI025	Sugarcane	Hybrid	228.44	22.844	22844	228.44	Quintal		FALSE	FALSE
ARR0017056	11-07-2026	MANDI025	Maize	HD-2967	475	47.5	47500	47500	Kilogram	42	FALSE	FALSE
ARR0005563	20-01-2026	MANDI025	Cotton	Local	323.22	32.322	32322	32.322	Metric Tonne	116	FALSE	FALSE
ARR0012648	14-04-2026	MANDI025	Sugarcane		192.79	19.279	19279	19.279	Metric Tonne	77	FALSE	FALSE
ARR0021691	29-06-2026	MANDI025	Sugarcane	PBW-343	351.66	35.166	35166	351.66	Quintal	33	FALSE	FALSE
ARR0022344	17-02-2026	MANDI025	Maize	Hybrid	315.84	31.584	31584	315.84	Quintal	55	FALSE	FALSE
ARR0011192	01-09-2026	MANDI025	Cotton	HD-2967	484.29	48.429	48429	484.29	Quintal	105	FALSE	FALSE
ARR0018739	26-08-2026	MANDI025	Cotton	PBW-343	236.36	23.636	23636	23636	Kilogram	92	FALSE	FALSE
ARR0005860	04-09-2026	MANDI025	Wheat	Pusa-1121	148.03	14.803	14803	14803	Kilogram		FALSE	FALSE
ARR0005263	04-09-2026	MANDI025	Cotton	Hybrid	365.49	36.549	36549	36549	Kilogram	18	FALSE	FALSE
ARR0007671	29-07-2026	MANDI025	Mustard		253.56	25.356	25356	253.56	Quintal	54	FALSE	FALSE
ARR0001716	30-07-2026	MANDI025	Rice	Local	14.72	1.472	1472	14.72	Quintal	83	FALSE	FALSE
ARR0007353	27-01-2026	MANDI025	Wheat	PBW-343	339.73	33.973	33973	339.73	Quintal	120	FALSE	FALSE
ARR0010033	02-04-2026	MANDI025	Cotton	Premium	196.2	19.62	19620	19620	Kilogram	79	FALSE	FALSE
ARR0009672	05-06-2026	MANDI025	Sugarcane	HD-2967	391.59	39.159	39159	39159	Kilogram		FALSE	FALSE
ARR0019765	22-06-2026	MANDI025	Cotton	HD-2967	350.89	35.089	35089	350.89	Quintal	20	FALSE	FALSE
ARR0019683	14-04-2026	MANDI025	Cotton	Pusa-1121	53.39	5.339	5339	5339	Kilogram	32	FALSE	FALSE
ARR0022203	07-11-2026	MANDI025	Maize	Hybrid	69.93	6.993	6993	6.993	Metric Tonne	48	FALSE	FALSE
ARR0015849	15-07-2026	MANDI025	Cotton	Local	79.02	7.902	7902	7.902	Metric Tonne	112	FALSE	FALSE
ARR0008289	17-02-2026	MANDI025	Sugarcane	Pusa-1121	314.3	31.43	31430	314.3	Quintal	135	FALSE	FALSE
ARR0001635	17-01-2026	MANDI025	Maize	Premium	157.67	15.767	15767	15767	Kilogram	38	FALSE	FALSE
ARR0017179	07-08-2026	MANDI025	Wheat	HD-2967	356.52	35.652	35652	356.52	Quintal	40	FALSE	FALSE
ARR0013195	16-06-2026	MANDI025	Cotton	HD-2967	59.2	5.92	5920	5.92	Metric Tonne	18	FALSE	FALSE
ARR0001776	15-06-2026	MANDI025	Maize	Premium	200.37	20.037	20037	200.37	Quintal	68	FALSE	FALSE
ARR0002199	28-06-2026	MANDI025	Maize	HD-2967	267.02	26.702	26702	267.02	Quintal	148	FALSE	FALSE
ARR0008162	20-02-2026	MANDI025	Maize	PBW-343	43.25	4.325	4325	4325	Kilogram	64	FALSE	FALSE
ARR0006164	31-05-2026	MANDI025	Maize	Hybrid	43.08	4.308	4308	4308	Kilogram	49	FALSE	FALSE
ARR0018923	01-02-2026	MANDI025	Mustard	Premium	291.38	29.138	29138	29138	Kilogram	72	FALSE	FALSE
ARR0012611	14-03-2026	MANDI025	Mustard	Premium	201.87	20.187	20187	20.187	Metric Tonne		FALSE	FALSE
ARR0003055	04-09-2026	MANDI025	Cotton	Hybrid	354.8	35.48	35480	354.8	Quintal	97	FALSE	FALSE
ARR0004118	21-02-2026	MANDI025	Cotton	Pusa-1121	21.53	2.153	2153	2.153	Metric Tonne	137	FALSE	FALSE
ARR0017545	30-06-2026	MANDI025	Paddy		370.15	37.015	37015	370.15	Quintal	66	FALSE	FALSE
ARR0024524	27-06-2026	MANDI025	Sugarcane	PBW-343	419.5	41.95	41950	41950	Kilogram	125	FALSE	FALSE
ARR0004582	29-04-2026	MANDI025	Wheat		391.72	39.172	39172	39172	Kilogram	104	FALSE	FALSE
ARR0021294	04-05-2026	MANDI025	Maize	Pusa-1121	142.67	14.267	14267	14.267	Metric Tonne	75	FALSE	FALSE
ARR0001854	17-04-2026	MANDI025	Maize	Pusa-1121	84.06	8.406	8406	8406	Kilogram		FALSE	FALSE
ARR0003821	16-01-2026	MANDI025	Paddy	HD-2967	177.89	17.789	17789	17789	Kilogram	139	FALSE	FALSE
ARR0023865	04-04-2026	MANDI025	Sugarcane	Hybrid	171.13	17.113	17113	17.113	Metric Tonne		FALSE	FALSE
ARR0016979	16-08-2026	MANDI025	Rice	HD-2967	311.33	31.133	31133	31133	Kilogram	77	FALSE	FALSE
ARR0000544	19-05-2026	MANDI025	Mustard	Premium	305.55	30.555	30555	30555	Kilogram	64	FALSE	FALSE
ARR0019800	27-04-2026	MANDI025	Maize		233.37	23.337	23337	23337	Kilogram	121	FALSE	FALSE
ARR0001241	19-01-2026	MANDI025	Paddy	HD-2967	424.8	42.48	42480	424.8	Quintal	33	FALSE	FALSE
ARR0012023	16-04-2026	MANDI025	Wheat	Pusa-1121	247.16	24.716	24716	247.16	Quintal	95	FALSE	FALSE
ARR0019581	06-04-2026	MANDI025	Cotton	HD-2967	479.28	47.928	47928	479.28	Quintal	115	FALSE	FALSE
ARR0002944	09-01-2026	MANDI025	Mustard	Local	460.12	46.012	46012	460.12	Quintal	99	FALSE	FALSE
ARR0017408	31-05-2026	MANDI025	Cotton	Premium	126.72	12.672	12672	12672	Kilogram	19	FALSE	FALSE
ARR0004854	25-04-2026	MANDI025	Rice		190.5	19.05	19050	190.5	Quintal	36	FALSE	FALSE
ARR0014196	01-04-2026	MANDI025	Sugarcane	Local	351.58	35.158	35158	351.58	Quintal	129	FALSE	FALSE
ARR0018762	30-08-2026	MANDI025	Cotton	Hybrid	432.27	43.227	43227	43.227	Metric Tonne	96	FALSE	FALSE
ARR0003070	23-06-2026	MANDI025	Rice	Hybrid	115.46	11.546	11546	11546	Kilogram	33	FALSE	FALSE
ARR0000915	20-05-2026	MANDI025	Mustard	Premium	423.72	42.372	42372	423.72	Quintal	117	FALSE	FALSE
ARR0021129	18-07-2026	MANDI025	Mustard	PBW-343	399.46	39.946	39946	39946	Kilogram	45	FALSE	FALSE
ARR0008373	15-04-2026	MANDI025	Paddy	Premium	225.76	22.576	22576	225.76	Quintal	109	FALSE	TRUE
ARR0008691	19-05-2026	MANDI025	Sugarcane	Local	434.31	43.431	43431	43431	Kilogram		FALSE	FALSE
ARR0019196	06-07-2026	MANDI025	Wheat	PBW-343	359.09	35.909	35909	359.09	Quintal	46	FALSE	FALSE
ARR0019412	06-06-2026	MANDI025	Maize	Hybrid	207.67	20.767	20767	20.767	Metric Tonne	138	FALSE	FALSE
ARR0010031	13-03-2026	MANDI025	Maize	HD-2967	323.48	32.348	32348	32348	Kilogram		FALSE	FALSE
ARR0017701	03-01-2026	MANDI025	Mustard		292.49	29.249	29249	29249	Kilogram	38	FALSE	FALSE
ARR0018098	06-08-2026	MANDI025	Maize	Pusa-1121	211.02	21.102	21102	21102	Kilogram	126	FALSE	FALSE
ARR_IMP00036	26-01-2026	MANDI025	Mustard	HD-2967	116.12	11.612	11612	11612	Kilogram	123	TRUE	FALSE
ARR0015711	11-01-2026	MANDI025	Mustard	PBW-343	389.46	38.946	38946	38946	Kilogram	23	FALSE	FALSE
ARR0013250	27-02-2026	MANDI025	Rice	Hybrid	298.17	29.817	29817	298.17	Quintal	55	FALSE	FALSE
ARR0013441	31-01-2026	MANDI025	Cotton	PBW-343	364.45	36.445	36445	364.45	Quintal	147	FALSE	FALSE
ARR0012594	20-05-2026	MANDI025	Maize	PBW-343	459.21	45.921	45921	459.21	Quintal	51	FALSE	FALSE
ARR0019259	12-01-2026	MANDI025	Cotton		21.01	2.101	2101	2101	Kilogram	37	FALSE	FALSE
ARR0011372	21-05-2026	MANDI025	Rice	Pusa-1121	387.36	38.736	38736	38.736	Metric Tonne		FALSE	FALSE
ARR0023103	24-03-2026	MANDI025	Maize	HD-2967	0.6144	0.0614	61.44	61.44	Kilogram	114	FALSE	TRUE
ARR0016876	05-09-2026	MANDI025	Maize	Pusa-1121	379.15	37.915	37915	379.15	Quintal		FALSE	FALSE
ARR0023498	05-09-2026	MANDI025	Maize	Pusa-1121	410.57	41.057	41057	410.57	Quintal		FALSE	FALSE
ARR0006622	05-07-2026	MANDI025	Cotton	Hybrid	86.7	8.67	8670	86.7	Quintal	92	FALSE	FALSE
